step,scenario,centroid_x,centroid_y,spread,polarization,mean_nearest_neighbour_distance,convex_hull_area,elongation_ratio,number_of_clusters,grazing_count,walking_count,travelling_count,regrouping_count,resting_count,mean_speed,mean_energy,mean_food_intake,field_mean_food,field_health_pct,field_biomass_pct,mean_grazing_pressure,degraded_area_pct,mean_ndvi_pct,mean_azimuth_deg
41,abundant,110.90349233096995,71.95336522900693,20.34576040040327,0.20115357570573902,4.317639224130086,2059.8850578911843,0.8612008511505916,3,16,24,0,0,0,0.2577386502891166,0.8336935966359478,0.005600000000000001,0.3002512412745529,99.9845314148318,81.33079194382292,0.0004470323860648154,0.0,32.101638189242415,201.36232432901835
42,abundant,110.91809271228335,71.99755803120263,20.547238561682917,0.21414831979459387,4.319201812368061,2074.704384657074,0.8614203325319293,3,18,22,0,0,0,0.2524525052137899,0.8332622988802125,0.0063,0.3002004731307755,99.98428368899644,81.31704008281011,0.0004562210902342625,0.0,32.101638189242415,168.68874003604546
43,abundant,110.93704028266106,72.03434443147887,20.7450363900629,0.18510517639021903,4.314612803770343,2092.04234037935,0.8635387873188588,3,19,21,0,0,0,0.24874862946108706,0.8328448753878055,0.0066500000000000005,0.30014686435580556,99.98400290898574,81.30251876358112,0.00046592082123801074,0.0,32.101638189242415,170.04256182278257
44,abundant,110.96008432864755,72.06700985496587,20.93492448874789,0.1755861721149888,4.319255194028114,2107.880108483245,0.8649297923782648,3,19,21,0,0,0,0.24849969671964267,0.8324277257214139,0.0066500000000000005,0.3000932558561209,99.98367241820448,81.28799751892028,0.0004756202154513906,0.0,32.101638189242415,184.91507053830418
45,abundant,110.98888232731295,72.1095744969014,21.125694484444836,0.23020108029346817,4.3165047978236215,2125.1478866704238,0.8670577922659684,3,19,21,0,0,0,0.24958659257038346,0.8320093804695864,0.0066500000000000005,0.30003964762913005,99.98327517667526,81.27347634812556,0.00048531927288609594,0.0,32.101638189242415,173.47280641196897
46,abundant,111.010123090048,72.14711447861046,21.31945081216011,0.20387604110367577,4.3300529345559315,2143.954299240926,0.8704284669750868,3,20,20,0,0,0,0.24591655797203948,0.8316048722558171,0.007000000000000001,0.29998319877909435,99.98282671454129,81.25818572132172,0.0004955293394348105,0.0,32.101638189242415,166.51376396214596
47,abundant,111.033776876129,72.1842956382043,21.51008751918112,0.2033167271519887,4.315356766729619,2159.0386572165226,0.8734435909487818,3,20,20,0,0,0,0.24567740586457815,0.8312006271093659,0.007000000000000001,0.29992675021826604,99.98234503200365,81.24289517285715,0.0005057390514734803,0.0,32.101638189242415,190.75409890206416
48,abundant,111.05678868960572,72.22750180271235,21.69102733813578,0.22351471354001404,4.315590345810089,2174.6533113527003,0.878433183057894,3,21,19,0,0,0,0.24312199816282223,0.8308089929113869,0.007350000000000001,0.2998674610436175,99.98177281065068,81.22683517088217,0.0005164597548954043,0.0,32.101638189242415,172.55736261789008
49,abundant,111.07286313653321,72.28093185213905,21.88262057335342,0.25510078480081266,4.301473821685165,2189.5992899354533,0.883992535270932,3,18,22,0,0,0,0.24598440852153153,0.8303848100620133,0.0063,0.29981669486196727,99.98146232861073,81.21308384136209,0.0005256460484341739,0.0,32.101638189242415,158.45382226532345
50,abundant,111.09295137266979,72.32901493702921,22.07518556867705,0.23106894853695387,4.297463135752385,2203.670491178589,0.8890281550361093,4,18,22,0,0,0,0.24940890065732474,0.8299568602712901,0.0063,0.29976592894022075,99.98109826953096,81.19933258224363,0.0005348320230099558,0.0,32.101638189242415,155.67626941595785
51,abundant,111.11401108367643,72.3759351122031,22.26088238427452,0.22416148055637655,4.286857445147022,2215.0556902916032,0.8960171602345008,4,19,21,0,0,0,0.24807982321945193,0.8295401724657487,0.0066500000000000005,0.29971232238665774,99.98071459078731,81.18481186474001,0.0005445290245148144,0.0,32.101638189242415,173.31140213107034
52,abundant,111.1405691575313,72.42795108574315,22.448330428127328,0.2584157599363733,4.265162936516953,2227.2085442552852,0.901730702948143,4,19,21,0,0,0,0.24862635270098438,0.8291228834777776,0.0066500000000000005,0.29965871610605765,99.98029270482284,81.17029122117545,0.0005542256893240773,0.0,32.101638189242415,165.60288604419628
53,abundant,111.16072836304235,72.49376808387629,22.63972132796828,0.3106792894202314,4.252108734559609,2239.63881311383,0.9068751086356603,4,19,21,0,0,0,0.24705639137831398,0.8287073214472613,0.0066500000000000005,0.29960511010228774,99.97985869146362,81.15577065259747,0.0005639220174494351,0.0,32.101638189242415,144.90805205106668
54,abundant,111.18291260648455,72.55513505878969,22.827758069863204,0.2869631927294342,4.238999646487281,2251.8556036912596,0.9132890898649956,4,19,21,0,0,0,0.24762605256372594,0.8282911327894412,0.0066500000000000005,0.2995515043730534,99.97936165709616,81.14125015838452,0.0005736180089025781,0.0,32.101638189242415,143.5230554897772
55,abundant,111.21000254352403,72.62828787042032,23.00848569222013,0.3445380409446716,4.216018363051961,2260.5657604477674,0.9186442535773844,4,19,21,0,0,0,0.24857799463829738,0.8278738969953391,0.0066500000000000005,0.29949789893388334,99.97889328469259,81.12672974274298,0.000583313663695196,0.0,32.101638189242415,151.96942513617978
56,abundant,111.24028014668974,72.69368613494598,23.18052631074922,0.3086199568116679,4.187136934165606,2265.9774207559676,0.9243411915668112,4,20,20,0,0,0,0.2444792413218458,0.8274709698298851,0.007000000000000001,0.29944145289214114,99.97845254881584,81.11143987663785,0.0005935203277199682,0.0,32.101638189242415,151.7155422805801
57,abundant,111.26369636976543,72.76509386541088,23.3493023657285,0.33483781206856006,4.1561229501319605,2272.055746478123,0.9308425270941513,4,20,20,0,0,0,0.24139991405150507,0.8270714299244283,0.007000000000000001,0.2993850071623699,99.97797634134142,81.09615009503808,0.0006037266373528368,0.0,32.101638189242415,137.6615808329678
58,abundant,111.29095527712252,72.8281520463656,23.50913860662215,0.2971229975462361,4.140194447348358,2283.059815075838,0.9342454106446503,5,20,20,0,0,0,0.24298731128994805,0.8266701438820094,0.007000000000000001,0.2993285617533943,99.97750731443736,81.08086040033412,0.0006139325926061068,0.0,32.101638189242415,143.3558351313574
59,abundant,111.31522820529963,72.90184759951293,23.650324278393207,0.3265812567403699,4.107582203852075,2291.841165048296,0.9384702938543139,5,23,17,0,0,0,0.23546859647653218,0.8263065284258853,0.008050000000000002,0.2992635940096096,99.97723205441721,81.06326221146276,0.0006256722311350528,0.0,32.101638189242415,124.87688351735376
60,abundant,111.32761215314581,72.97643444170834,23.79877974820885,0.320776473712172,4.066047910766661,2304.0203379493832,0.9438426464185975,5,23,17,0,0,0,0.2357726854544529,0.8259425784718853,0.008050000000000002,0.2991986266589732,99.97687623528736,81.04566412908572,0.0006374114620447378,0.0,32.101638189242415,148.1043454122189
61,abundant,111.3476599282508,73.04574448169714,23.938116815828447,0.30023087697921147,4.038175346014173,2312.3321758831516,0.9492604065199154,5,23,17,0,0,0,0.23634577197330522,0.8255779981227146,0.008050000000000002,0.2991336596929415,99.97652467608539,81.0280661508888,0.000649150285349315,0.0,32.101638189242415,141.38408266221367
62,abundant,111.37149923586306,73.1200145625073,24.083951547416298,0.337652106758286,4.015616491524285,2325.9215640439943,0.9538251038892261,4,23,17,0,0,0,0.23735685987120822,0.8252123055768561,0.008050000000000002,0.2990686931065766,99.97615704602943,81.01046827553445,0.000660888701062937,0.0,32.101638189242415,133.26489364202058
63,abundant,111.40073836818388,73.20653114184267,24.228216740602967,0.4070835250142351,3.999527934627899,2340.2384415373526,0.9593789285657923,4,24,16,0,0,0,0.235135662083212,0.8248588563485647,0.008400000000000001,0.2990008860090021,99.97572834862693,80.99210097446439,0.0006731380550807463,0.0,32.101638189242415,113.24801507491479
64,abundant,111.42510387030609,73.28410703273745,24.375808205756506,0.35915331614804946,4.002289339682392,2355.0008055315193,0.9653731488685868,4,24,16,0,0,0,0.23444304059416954,0.824506169003911,0.008400000000000001,0.2989330793114592,99.97525912490354,80.97373378175323,0.000685386983781147,0.0,32.101638189242415,116.01625580780023
65,abundant,111.45869665256626,73.36676344726601,24.52476654042454,0.39965957013022413,3.989050731129096,2370.2414612637585,0.9699718842548414,4,23,17,0,0,0,0.23573548176013343,0.8241422599739749,0.008050000000000002,0.29886811391460194,99.97483422049498,80.95613622860768,0.0006971241412979174,0.0,32.101638189242415,113.66046178511908
66,abundant,111.49469812146647,73.450486091209,24.67202836425127,0.4002024818087601,3.968742886875095,2387.7753502207343,0.9750223908684815,4,24,16,0,0,0,0.2331487300653825,0.8237909963709029,0.008400000000000001,0.2988003080172076,99.97436594749865,80.93776925263737,0.0007093722371625615,0.0,32.101638189242415,139.10283109208504
67,abundant,111.52410788676994,73.52808360533213,24.82122107876461,0.3615582812150648,3.9468885828579614,2409.223059169315,0.9794094373312465,4,22,18,0,0,0,0.2369271516891885,0.8234159765040449,0.007700000000000001,0.29873818431555954,99.97396080364656,80.92094144592433,0.0007205972159915024,0.0,32.101638189242415,115.42387242833904
68,abundant,111.55768195997643,73.60013328264336,24.964778355321364,0.33918177286991114,3.9274473362675537,2432.5086001921154,0.9830066861495842,4,22,18,0,0,0,0.2390146661405667,0.8230386603712901,0.007700000000000001,0.2986760609911735,99.9734554415971,80.90411374140244,0.0007318218050710002,0.0,32.101638189242415,148.3725149865689
69,abundant,111.59612568611644,73.67498653603411,25.115138733593067,0.36271746688390233,3.903133927182023,2456.3758003984185,0.9871945268083853,4,22,18,0,0,0,0.23998476813567143,0.8226602771263408,0.007700000000000001,0.29861393804209574,99.97288770760268,80.88728613854248,0.0007430460044145881,0.0,32.101638189242415,137.3564957295094
70,abundant,111.62711130728428,73.74670784684986,25.265905505063113,0.3410487022078525,3.8698336615884643,2477.3180024057438,0.9919991803074563,4,22,18,0,0,0,0.240840717930688,0.8222809523366171,0.007700000000000001,0.2985518154679135,99.97229082983955,80.87045863723262,0.0007542698140357982,0.0,32.101638189242415,131.7431088097889
71,abundant,111.66111902746968,73.81210251924787,25.4140389705861,0.320557883448665,3.8483912560990996,2496.241214851674,0.9966233843298601,4,22,18,0,0,0,0.24035056249734846,0.8219021667178701,0.007700000000000001,0.29848969326256175,99.97170303842306,80.85363123583004,0.0007654932339481623,0.0,32.101638189242415,120.79918576110727
72,abundant,111.70061051154119,73.87505122991203,25.554512410663165,0.31495071769196703,3.8383540012681423,2512.6610865344555,1.0023627927196181,4,23,17,0,0,0,0.23818147180559973,0.8215355670988839,0.008050000000000002,0.2984247305303685,99.9710120888231,80.83603440447746,0.0007772276100462016,0.0,32.101638189242415,152.25676774877428
73,abundant,111.7357584381901,73.94132466692422,25.705055878255667,0.32822084857195233,3.855582321749714,2531.61832739479,1.0084126431389029,5,22,18,0,0,0,0.23998308322408404,0.8211571857073373,0.007700000000000001,0.29836260908118467,99.97032944018535,80.81920720790244,0.00078845023282671,0.0,32.101638189242415,129.12840688314503
74,abundant,111.78369862717996,74.00658905550166,25.860621356825725,0.33164398912251364,3.8794300456127844,2553.3184374831035,1.0134156073232528,5,19,21,0,0,0,0.24498234690648815,0.8207439051257401,0.0066500000000000005,0.29830901069813187,99.96983580490102,80.80468870359222,0.0007981384282966113,0.0,32.101638189242415,142.47654667981337
75,abundant,111.83647209314913,74.06428480001274,26.022054953221357,0.300121407466129,3.9026333925159298,2571.863586559746,1.015616201238124,6,20,20,0,0,0,0.2448498559737625,0.8203405702841688,0.007000000000000001,0.2982525717521168,99.96934050420255,80.78940075954777,0.0008083376332576667,0.0,32.101638189242415,143.4679960180561
76,abundant,111.88823298649325,74.1289265555647,26.181666681977834,0.3325141739194104,3.9226112005540537,2592.2050376084735,1.0147936799199446,6,17,23,0,0,0,0.25070126881868926,0.8199013988884684,0.00595,0.2982046558350582,99.96901576013933,80.77642149769844,0.0008170024464428388,0.0,32.101638189242415,151.5769762237077
77,abundant,111.93406829889207,74.17709370133511,26.342051859204354,0.2607235557322745,3.9406533278972224,2612.021077403122,1.0158551299768233,6,19,21,0,0,0,0.2479078293190166,0.8194849002762175,0.0066500000000000005,0.29815105843737155,99.96867699373063,80.76190326030006,0.0008266896505336454,0.0,32.101638189242415,160.933020195648
78,abundant,111.98818493214522,74.23005844481698,26.50054366264944,0.30463004110336017,3.9454517432726393,2630.1164324769998,1.0165640192715066,6,19,21,0,0,0,0.24920525506467542,0.8190669744956462,0.0066500000000000005,0.2980974613797063,99.96830265768516,80.74738511500523,0.0008363765182690386,0.0,32.101638189242415,164.0966517044416
79,abundant,112.04145846211668,74.28880436228359,26.65911832012474,0.3330992348072707,3.959382941167391,2649.0729894933465,1.0182048534127888,5,18,22,0,0,0,0.2512507196547241,0.8186369987040262,0.0063,0.2980467055494804,99.96797222442103,80.73363658943539,0.0008455517037797063,0.0,32.101638189242415,166.3689955914969
80,abundant,112.09734971084838,74.34618700898456,26.811138353526736,0.32494305066175266,3.9625978521161898,2660.4820973905153,1.0214457295759092,5,17,23,0,0,0,0.2538910362652227,0.8181943185641343,0.0059499999999999996,0.29799879092933057,99.96770428362744,80.72065767888725,0.0008542152248320853,0.0,32.101638189242415,166.39291825912937
81,abundant,112.15533247194912,74.40580533569128,26.96104897249608,0.336709826128893,3.9592382922323024,2672.8477358335876,1.0244362840375625,5,17,23,0,0,0,0.2548691861627389,0.8177505624593552,0.0059499999999999996,0.2979508766076014,99.96745134578869,80.70767884917403,0.0008628784450729831,0.0,32.101638189242415,154.02365523809064
82,abundant,112.21113926620853,74.45803937478465,27.10977453672757,0.29945581886950323,3.9586868465712697,2686.2894185995247,1.0271846213221347,5,17,23,0,0,0,0.25630534750937584,0.8173052265770948,0.0059499999999999996,0.2979029625811038,99.96717731238635,80.69470009943191,0.0008715413645128451,0.0,32.101638189242415,144.6469295965662
