step,scenario,centroid_x,centroid_y,spread,polarization,mean_nearest_neighbour_distance,convex_hull_area,elongation_ratio,number_of_clusters,alert_count,grazing_count,travelling_count,resting_count,mean_speed,mean_energy,mean_food_intake,field_mean_food,field_health_pct,field_biomass_pct,mean_grazing_pressure,degraded_area_pct,mean_ndvi_pct,mean_azimuth_deg
55,abundant,113.02112480754995,74.1632397266752,28.222803253509266,0.2831529935444697,6.228903385581681,4309.520012556844,1.157844657094619,14,4,26,10,0,0.3591502822103195,0.8188877771350809,0.008795274288834549,0.2995788757716472,99.97193075268864,81.14866440758061,0.000568853765886098,0.0,32.101638189242415,144.55331833152823
56,abundant,113.09535534516968,74.21346610940691,28.4753063647453,0.27727888493644504,6.285943361541788,4363.57551146498,1.1709339706033688,13,5,26,9,0,0.33750968540265236,0.8184315178909151,0.00875005034919034,0.2995082262061224,99.97123167767407,81.12952715076119,0.0005816177349464637,0.0,32.101638189242415,144.9540247891061
57,abundant,113.1512700653204,74.26639197694242,28.710391777811516,0.29539998723816163,6.280592063735898,4401.991584626943,1.1882762899957922,12,5,27,8,0,0.32064072300937874,0.8180036144991215,0.009100050125595598,0.2994347361634636,99.97055259317825,81.10962047745637,0.0005948926063754743,0.0,32.101638189242415,131.04381489691065
58,abundant,113.20455093334087,74.3246278093731,28.936724308535098,0.31318520393705573,6.232057341041281,4433.812017247226,1.2083505795558076,12,5,27,8,0,0.32144763901968376,0.8175748234934558,0.009100049902000357,0.2993612465523346,99.96981638969142,81.08971392104249,0.0006081670165527815,0.0,32.101638189242415,123.0562172163437
59,abundant,113.25258321185326,74.38620330205993,29.161559975708165,0.3108988201129599,6.1763783911914985,4462.004895504651,1.2297778217445647,12,5,27,8,0,0.3233795187656928,0.8171439074138089,0.009100049678404618,0.2992877573632397,99.96898683492734,81.06980747894745,0.0006214409654943995,0.0,32.101638189242415,124.98733472604017
60,abundant,113.29952185077377,74.44587205243585,29.386144810635074,0.2918198705758633,6.1448737862543625,4488.073775594225,1.257570831899133,12,5,27,8,0,0.32529490554679097,0.8167108844024419,0.00910004945480838,0.2992142685997094,99.96811782743748,81.04990115212755,0.0006347144532163429,0.0,32.101638189242415,135.7515605187272
61,abundant,113.34878697582174,74.50809452837738,29.611017398301506,0.30663940804127343,6.094618182323141,4516.905480865709,1.2903325625689501,12,5,27,8,0,0.3266705922057797,0.8162715119773883,0.0089273295133138,0.2991421822077007,99.9672532098548,81.03037469380034,0.0006477351382594459,0.0,32.101638189242415,142.69902138712183
62,abundant,113.41120197891556,74.58085442498336,29.824519487013617,0.3326237280193019,6.06383927478315,4579.6543165719995,1.3236993179357985,12,5,28,7,0,0.3144723463217456,0.8158503959351269,0.009100126381869331,0.2990686936892028,99.96643026103929,81.0104684333538,0.0006610078253946605,0.0,32.101638189242415,149.77670491802942
63,abundant,113.48126823052887,74.66022621783118,30.031632273947622,0.3764427311193144,6.065356700022002,4645.036054600772,1.3577800970582674,12,5,28,7,0,0.3119835715435288,0.815432017529127,0.009100125810646854,0.298995205628434,99.96561369188102,80.99056229689496,0.0006742800508461346,0.0,32.101638189242415,130.28641298737008
64,abundant,113.54226230336386,74.73164845579501,30.228086466816045,0.38019911054929867,6.042185740892064,4711.6371361018755,1.3871909765356507,12,5,29,6,0,0.2989465451422369,0.8150377798361743,0.009450125239422968,0.29891887712981347,99.96475692266078,80.96988675459133,0.0006880631605108863,0.0,32.101638189242415,113.03376266043031
65,abundant,113.61903161008279,74.78223906127512,30.392824943557287,0.3505060595710523,5.982692732954121,4733.718282070793,1.4040508444855897,11,6,30,4,0,0.2671451740618674,0.8146883236354157,0.009800124668197671,0.2988397082066341,99.96386537427088,80.9484418100436,0.0007023571366501869,0.0,32.101638189242415,129.9658559560956
66,abundant,113.69900478619506,74.82507266907714,30.545024333129543,0.32409678322301394,5.914994184767854,4742.518427071627,1.4204533367193195,11,6,30,4,0,0.2604649480368989,0.8143462156672904,0.009800124096970963,0.2987605397638345,99.96294371578561,80.92699699561912,0.0007166506156449324,0.0,32.101638189242415,148.29609367613983
67,abundant,113.78352671465862,74.87357554962117,30.693807294304793,0.3617575437872399,5.866445564289981,4744.993651341312,1.4360316554285566,11,6,30,4,0,0.2605716817935416,0.8140039902760382,0.009800123525742836,0.2986813718055696,99.9620611189927,80.90555231244338,0.0007309435975123825,0.0,32.101638189242415,123.21260464364484
68,abundant,113.87160123784197,74.91074976464077,30.84393549070601,0.30268592378520914,5.83542834044432,4744.038235096101,1.4498534002370043,11,6,30,4,0,0.2611334473837316,0.8136709448185645,0.010150047666020394,0.298599364057592,99.9611555539656,80.88333839898799,0.0007457473181551843,0.0,32.101638189242415,165.52324149720903
69,abundant,113.95911547911291,74.94496237585267,30.99625341594983,0.2837216582734446,5.818903668283775,4750.0728650258425,1.4630931111152654,11,6,30,4,0,0.2622301445202376,0.8133464916595925,0.0105,0.29851451630188597,99.96030110325404,80.86035519619776,0.0007610618010303273,0.0,32.101638189242415,149.37221408384136
70,abundant,114.04380362938969,74.98535004795428,31.14591361163815,0.3093073961048484,5.8144171625492,4758.166993229021,1.4762372873256417,11,6,30,4,0,0.2627101927769416,0.8130089219998172,0.010050412581419636,0.2984333182754318,99.95935896486223,80.83836061669908,0.0007757189102342929,0.0,32.101638189242415,158.5977119306928
71,abundant,114.13010634110177,75.02799913312269,31.293495150761213,0.3205544486588777,5.794761115294227,4769.465645678341,1.490024056631558,11,6,30,4,0,0.2635996659628888,0.8126731639480728,0.010150056457659682,0.29835131193665454,99.95846895896058,80.81614708496193,0.000790521089050209,0.0,32.101638189242415,141.90041749531036
72,abundant,114.21818664519392,75.06656704931285,31.44143634236597,0.30111702779891697,5.7635612317928935,4790.8002365661305,1.5034989964672503,10,6,30,4,0,0.2638282988139621,0.8123371543931353,0.010150056205643122,0.2982693060921506,99.95766465883584,80.79393368711146,0.0008053227535423124,0.0,32.101638189242415,140.66326899946475
73,abundant,114.30649117516582,75.10935382424896,31.592102331899717,0.32423409068290987,5.748186304350819,4818.611946498084,1.5165894420786012,10,6,30,4,0,0.26368922418466745,0.8120012978132335,0.010150055953625971,0.2981873007369105,99.95677346708815,80.77172042179073,0.0008201239037284605,0.0,32.101638189242415,140.41278402850543
74,abundant,114.39668265303901,75.15406261816473,31.744649585877596,0.33625418200399704,5.7708221924000345,4846.335052461727,1.530272942171875,11,6,30,4,0,0.26433397982896023,0.8116553732839279,0.009815816018078133,0.2981080088344882,99.95581285484448,80.75024216514353,0.0008344362193824057,0.0,32.101638189242415,131.2461045427613
75,abundant,114.490855195692,75.19343668196406,31.893572607435807,0.3162622758963148,5.811914995735106,4875.505172257661,1.5438376726448142,12,6,30,4,0,0.26489450704044354,0.811318190878772,0.010150055449589909,0.29802600443906485,99.95487851732699,80.72802915981391,0.0008492363579654823,0.0,32.101638189242415,139.54254968500936
76,abundant,114.5866125952894,75.23962450689856,32.044101493142485,0.3545453315942296,5.880503444404224,4904.562421993935,1.5479578269229215,12,6,30,4,0,0.26505784484603945,0.8109808287949732,0.010150055197570992,0.29794400052895126,99.95388740722595,80.70581628594296,0.0008640359822955831,0.0,32.101638189242415,146.60326891907408
77,abundant,114.6681384579618,75.28313388099166,32.18442682008113,0.33962179540683973,5.930385804435794,4935.501281456418,1.5383696948140688,12,6,31,3,0,0.25253876690912946,0.8106670376898485,0.010500054945551488,0.2978591562089971,99.9528654383818,80.68283401381474,0.0008793464382715531,0.0,32.101638189242415,122.42994240931253
78,abundant,114.74319156173729,75.31881552789318,32.324370527463415,0.2924028244507554,5.972703524249546,4967.422002897249,1.5285669274485894,12,6,31,3,0,0.24934550350320314,0.8103567591674139,0.010500054693531389,0.29777431238530055,99.95177445348945,80.6598518761107,0.0008946563622754993,0.0,32.101638189242415,150.1790979566878
79,abundant,114.8134616420056,75.36804484781709,32.44452156971787,0.29526180314493405,5.980551286369993,4986.223174399165,1.5314313161030255,12,7,31,2,0,0.23299644920024787,0.8100644645976558,0.010500054441510694,0.2976894690545793,99.95062475650087,80.63686987194173,0.0009099657543258918,0.0,32.101638189242415,156.93703733969755
80,abundant,114.88328363233416,75.43333309393843,32.559698772740184,0.3723545247652135,5.982042517218749,5001.105605407221,1.5396018036858632,12,7,31,2,0,0.22876545363904074,0.8097768241159585,0.01050005418948941,0.2976046262111466,99.94937196618999,80.61388799976741,0.0009252746144411999,0.0,32.101638189242415,121.90748133065048
81,abundant,114.95632026861146,75.49691101209962,32.67146855592788,0.36201885628769515,5.984309484493613,5014.051410811684,1.5500869711577663,12,7,31,2,0,0.23034030421662033,0.8094782824967137,0.01017259697833284,0.2975224417671533,99.94807446168424,80.59162622363932,0.0009401045318763064,0.0,32.101638189242415,121.66683800099429
82,abundant,115.02236851516886,75.5546653081795,32.785620411463995,0.3074740999200191,5.985793999743653,5025.725759193236,1.5614037967097978,12,7,31,2,0,0.23108584706622787,0.8091587247072389,0.00945130865350908,0.2974461123662547,99.94666005258105,80.5709504369304,0.0009538801406386501,0.0,32.101638189242415,141.46926471888483
83,abundant,115.08788659548159,75.61313868319851,32.89606605568234,0.306658153731084,5.979208150245865,5035.001012330504,1.5736234257470743,13,7,31,2,0,0.23180117494038838,0.8088356038216993,0.009352157389103364,0.2973705881848486,99.94516284809588,80.55049276468702,0.0009675104122591237,0.0,32.101638189242415,158.32760313760244
